"","Site_Visnum_Layer","UID","SITE_ID","VISNUM","Col_Date","Col_loc","Latitude","Longitude","REGION","SUBREGIONS","STATE","SAMPYEAR","CHLA..ug.L.","TN..mgN.L.","DIN..mgN.L.","TP..mgP.L.","DIP..mgP.L.","DIN.DIP..Molar.","TN.TP..Molar.","SECCHI_MEAN..m.","TSS..mg.L.","TS_Chla","TS_N","TS_P","TS_SD","TS_Chla_Q","predict_TSI","predict_Cat"
"89","NCCA10-1139_1_SURFACE",9207,"NCCA10-1139",1,"6/15/10","SURFACE",35.9968,-76.5307,"Southeast","SE1_Carolina Capes","NC",2010,11.14,0.429,0.003,0.04,0.013,0.5,23.9,1.6,NA,"Meso","Meso","Meso","Meso","Hyper",116.495155024698,"Eu"
"90","NCCA10-1140_1_SURFACE",9208,"NCCA10-1140",1,"7/7/10","SURFACE",35.5911,-75.7742,"Southeast","SE1_Carolina Capes","NC",2010,7.76,0.545,0.015,0.051,0.008,4.1,23.5,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",149.824180462121,"Eu"
"91","NCCA10-1142_1_SURFACE",9210,"NCCA10-1142",1,"6/7/10","SURFACE",35.3486,-76.5741,"Southeast","SE1_Carolina Capes","NC",2010,13.8,0.639,0.014,0.041,0.014,2.2,34.6,1.3,NA,"Meso","Meso","Meso","Meso","Hyper",117.140404091645,"Eu"
"92","NCCA10-1143_1_SURFACE",9211,"NCCA10-1143",1,"6/21/10","SURFACE",35.9782,-76.3869,"Southeast","SE1_Carolina Capes","NC",2010,7.27,0.388,0.004,0.025,0.013,0.7,34.3,1.4,NA,"Meso","Meso","Meso","Meso","Eu",71.9631238431963,"Meso"
"93","NCCA10-1144_1_SURFACE",9212,"NCCA10-1144",1,"7/7/10","SURFACE",35.472,-75.7298,"Southeast","SE1_Carolina Capes","NC",2010,4.93,0.398,0.015,0.034,0.011,3,25.5,1.2,NA,"Oligo","Meso","Meso","Meso","Eu",71.0063200848225,"Meso"
"94","NCCA10-1145_1_SURFACE",9213,"NCCA10-1145",1,"6/8/10","SURFACE",35.3738,-76.5528,"Southeast","SE1_Carolina Capes","NC",2010,16.78,0.649,0.015,0.048,0.014,2.4,30.1,1,NA,"Meso","Meso","Meso","Oligo","Hyper",137.732380335187,"Eu"
"95","NCCA10-1146_1_SURFACE",9214,"NCCA10-1146",1,"7/12/10","SURFACE",36.1108,-76.1095,"Southeast","SE1_Carolina Capes","NC",2010,20.79,0.101,0.008,0.01,0.007,2.5,21.6,0.9,NA,"Eu","Meso","Oligo","Oligo","Hyper",-93.2794143315327,"Oligo"
"96","NCCA10-1147_1_SURFACE",9215,"NCCA10-1147",1,"6/15/10","SURFACE",35.98,-76.6831,"Southeast","SE1_Carolina Capes","NC",2010,7.68,0.39,0.014,0.043,0.017,1.8,20.1,1.6,NA,"Meso","Meso","Meso","Meso","Eu",65.9568759325744,"Meso"
"97","NCCA10-1148_1_SURFACE",9216,"NCCA10-1148",1,"6/14/10","SURFACE",36.4413,-75.9563,"Southeast","SE1_Carolina Capes","NC",2010,32.67,0.995,0.005,0.055,0.006,1.8,40,0.6,NA,"Eu","Meso","Meso","Oligo","Hyper",253.429495052805,"Eu"
"98","NCCA10-1149_1_SURFACE",9217,"NCCA10-1149",1,"6/16/10","SURFACE",35.1601,-76.235,"Southeast","SE1_Carolina Capes","NC",2010,7.51,0.443,0.019,0.036,0.01,4.2,27,1.3,NA,"Meso","Meso","Meso","Meso","Eu",77.2770596984643,"Meso"
"99","NCCA10-1150_1_SURFACE",9218,"NCCA10-1150",1,"7/26/10","SURFACE",35.7985,-75.6527,"Southeast","SE1_Carolina Capes","NC",2010,11.03,0.694,0.01,0.027,0.005,4.4,56.9,1.2,NA,"Meso","Meso","Meso","Meso","Eu",132.409517947928,"Eu"
"100","NCCA10-1151_1_SURFACE",9219,"NCCA10-1151",1,"7/7/10","SURFACE",35.0819,-76.3939,"Southeast","SE1_Carolina Capes","NC",2010,11.06,0.645,0.02,0.084,0.045,1,17.1,1.1,NA,"Meso","Meso","Meso","Meso","Hyper",136.252316900921,"Eu"
"101","NCCA10-1152_1_SURFACE",9220,"NCCA10-1152",1,"6/30/10","SURFACE",35.2106,-75.7074,"Southeast","SE1_Carolina Capes","NC",2010,2.55,0.326,0.01,0.028,0.008,2.8,26.1,3.2,NA,"Oligo","Meso","Meso","Eu","Meso",22.1126685483192,"Meso"
"102","NCCA10-1153_1_SURFACE",9221,"NCCA10-1153",1,"7/7/10","SURFACE",35.0412,-76.5439,"Southeast","SE1_Carolina Capes","NC",2010,9.48,0.485,0.012,0.092,0.064,0.4,11.7,1.1,NA,"Meso","Meso","Meso","Meso","Eu",123.193459156707,"Eu"
"103","NCCA10-1155_1_SURFACE",9223,"NCCA10-1155",1,"7/27/10","SURFACE",36.1215,-75.8988,"Southeast","SE1_Carolina Capes","NC",2010,48.69,0.978,0.001,0.042,0.007,NA,50.9,0.7,NA,"Eu","Meso","Meso","Oligo","Hyper",265.722222513449,"Eu"
"104","NCCA10-1156_1_SURFACE",9224,"NCCA10-1156",1,"7/27/10","SURFACE",36.1722,-75.8131,"Southeast","SE1_Carolina Capes","NC",2010,45.2,1.575,0.012,0.04,0.008,3.3,88,0.5,NA,"Eu","Eu","Meso","Oligo","Hyper",246.079407654282,"Eu"
"105","NCCA10-1158_1_SURFACE",9226,"NCCA10-1158",1,"6/28/10","SURFACE",35.6582,-76.0398,"Southeast","SE1_Carolina Capes","NC",2010,4.04,0.794,0.124,0.025,0.021,13,70.5,0.9,NA,"Oligo","Meso","Meso","Oligo","Meso",46.1532777545836,"Meso"
"106","NCCA10-1159_1_SURFACE",9227,"NCCA10-1159",1,"6/22/10","SURFACE",34.7236,-76.8945,"Southeast","SE1_Carolina Capes","NC",2010,10.96,0.536,0.029,0.078,0.05,1.3,15.1,0.7,NA,"Meso","Meso","Meso","Oligo","Eu",119.827120430225,"Eu"
"107","NCCA10-1160_1_SURFACE",9228,"NCCA10-1160",1,"7/12/10","SURFACE",36.1599,-76.2489,"Southeast","SE1_Carolina Capes","NC",2010,86.27,1.368,0.006,0.264,0.108,0.1,11.5,0.5,NA,"Eu","Eu","Eu","Oligo","Hyper",320.881220037837,"Eu"
"108","NCCA10-1161_1_SURFACE",9229,"NCCA10-1161",1,"7/14/10","SURFACE",34.7851,-76.4947,"Southeast","SE1_Carolina Capes","NC",2010,8.39,0.508,0.014,0.038,0.018,1.7,29.5,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",104.244367650226,"Eu"
"109","NCCA10-1162_1_SURFACE",9230,"NCCA10-1162",1,"6/2/10","SURFACE",35.1054,-76.9367,"Southeast","SE1_Carolina Capes","NC",2010,13.63,0.609,0.005,0.058,0.013,0.8,23.1,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",180.764241309953,"Eu"
"110","NCCA10-1163_1_SURFACE",9231,"NCCA10-1163",1,"6/23/10","SURFACE",35.5124,-76.5898,"Southeast","SE1_Carolina Capes","NC",2010,19.9,0.917,0.006,0.053,0.021,0.6,38.3,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",192.057679638824,"Eu"
"111","NCCA10-1164_1_SURFACE",9232,"NCCA10-1164",1,"7/20/10","SURFACE",35.984,-75.7535,"Southeast","SE1_Carolina Capes","NC",2010,14.03,0.679,0.001,0.031,0.007,NA,48.4,1,NA,"Meso","Meso","Meso","Oligo","Hyper",199.760131525746,"Eu"
"112","NCCA10-1165_1_SURFACE",9233,"NCCA10-1165",1,"6/21/10","SURFACE",35.9951,-76.1753,"Southeast","SE1_Carolina Capes","NC",2010,10.02,0.461,0.004,0.027,0.009,1,37.9,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",118.006271332266,"Eu"
"113","NCCA10-1166_1_SURFACE",9234,"NCCA10-1166",1,"7/8/10","SURFACE",36.6102,-75.982,"Northeast_B","NE99_Ches Bay","VA",2010,19.4,1.459,0.011,0.018,0.003,8.1,176.4,0.5,NA,"Meso","Eu","Meso","Oligo","Hyper",220.006489357799,"Eu"
"114","NCCA10-1167_1_SURFACE",9235,"NCCA10-1167",1,"6/28/10","SURFACE",28.174,-80.6253,"Southeast","SE3_Florida Atlantic","FL",2010,12.07,0.848,0.018,0.096,0.057,0.7,19.6,0.9,NA,"Meso","Meso","Meso","Oligo","Hyper",70.3576734714077,"Meso"
"115","NCCA10-1168_1_SURFACE",9237,"NCCA10-1168",1,"7/1/10","SURFACE",27.9924,-80.5498,"Southeast","SE3_Florida Atlantic","FL",2010,16.16,0.795,0.011,0.101,0.01,2.4,17.4,0.6,NA,"Meso","Meso","Eu","Oligo","Hyper",140.883421272647,"Eu"
"116","NCCA10-1169_1_SURFACE",9238,"NCCA10-1169",1,"6/28/10","SURFACE",28.345,-80.6796,"Southeast","SE3_Florida Atlantic","FL",2010,13.99,1.565,0.019,0.066,0.052,0.8,52.6,0.7,NA,"Meso","Eu","Meso","Oligo","Hyper",105.981067748627,"Eu"
"117","NCCA10-1170_1_SURFACE",9239,"NCCA10-1170",1,"6/29/10","SURFACE",29.0425,-80.9041,"Southeast","SE3_Florida Atlantic","FL",2010,12.03,0.729,0.026,0.074,0.034,1.7,21.8,0.8,NA,"Meso","Meso","Meso","Oligo","Hyper",46.8048268255346,"Meso"
"118","NCCA10-1171_1_SURFACE",9240,"NCCA10-1171",1,"6/29/10","SURFACE",28.55,-80.7849,"Southeast","SE3_Florida Atlantic","FL",2010,11.71,1.086,0.012,0.037,0.008,3.3,65.2,1.4,NA,"Meso","Eu","Meso","Meso","Hyper",67.2702890381998,"Meso"
"119","NCCA10-1172_1_SURFACE",9241,"NCCA10-1172",1,"6/30/10","SURFACE",27.308,-80.2233,"Southeast","SE3_Florida Atlantic","FL",2010,4.04,0.586,0.081,0.088,0.04,4.5,14.7,0.6,NA,"Oligo","Meso","Meso","Oligo","Meso",17.2540456452965,"Meso"
"120","NCCA10-1175_1_SURFACE",9244,"NCCA10-1175",1,"6/30/10","SURFACE",27.2027,-80.1747,"Southeast","SE3_Florida Atlantic","FL",2010,4.02,0.297,0.012,0.032,0.021,1.3,20.5,0.6,NA,"Oligo","Meso","Meso","Oligo","Meso",-45.3716593511751,"Meso"
"121","NCCA10-1187_1_SURFACE",9245,"NCCA10-1187",1,"6/7/10","SURFACE",33.9472,-78.224,"Southeast","SE1_Carolina Capes","NC",2010,6.42,0.713,0.081,0.047,0.02,8.9,33.3,4.6,NA,"Meso","Meso","Meso","Eu","Eu",32.9524727964401,"Meso"
"122","NCCA10-1188_1_SURFACE",9247,"NCCA10-1188",1,"6/9/10","SURFACE",34.6708,-77.3887,"Southeast","SE1_Carolina Capes","NC",2010,6.38,0.229,0.027,0.029,0.008,7.4,17.2,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",16.1955105169668,"Meso"
"123","NCCA10-1193_1_SURFACE",9250,"NCCA10-1193",1,"6/14/10","SURFACE",30.3202,-81.6262,"Southeast","SE2_SE Barrier Is","FL",2010,6.24,0.811,0.091,0.097,0.061,3.3,18.5,0.7,NA,"Meso","Meso","Meso","Oligo","Eu",117.398618296327,"Eu"
"124","NCCA10-1196_1_SURFACE",9252,"NCCA10-1196",1,"8/4/10","SURFACE",31.9362,-80.974,"Southeast","SE2_SE Barrier Is","GA",2010,11.6,0.445,0.033,0.079,0.048,1.5,12.5,1.5,NA,"Meso","Meso","Meso","Meso","Hyper",56.1601725750264,"Meso"
"125","NCCA10-1197_1_SURFACE",9253,"NCCA10-1197",1,"6/16/10","SURFACE",30.0039,-81.642,"Southeast","SE2_SE Barrier Is","FL",2010,51.14,1.308,0.009,0.077,0.003,6.6,37.7,0.8,NA,"Eu","Eu","Meso","Oligo","Hyper",273.969182293339,"Eu"
"126","NCCA10-1198_1_SURFACE",9254,"NCCA10-1198",1,"7/28/10","SURFACE",31.8194,-81.1565,"Southeast","SE2_SE Barrier Is","GA",2010,17.87,0.618,0.016,0.096,0.039,0.9,14.2,1,NA,"Meso","Meso","Meso","Oligo","Hyper",137.571045599605,"Eu"
"127","NCCA10-1201_1_SURFACE",9255,"NCCA10-1201",1,"6/15/10","SURFACE",30.5493,-81.4944,"Southeast","SE2_SE Barrier Is","FL",2010,6.8,0.274,0.036,0.045,0.015,5.3,13.5,2.4,NA,"Meso","Meso","Meso","Meso","Eu",-15.5475579317963,"Meso"
"128","NCCA10-1202_1_SURFACE",9256,"NCCA10-1202",1,"7/20/10","SURFACE",31.5077,-81.3536,"Southeast","SE2_SE Barrier Is","GA",2010,21.05,0.683,0.075,0.131,0.069,2.4,11.5,0.8,NA,"Eu","Meso","Eu","Oligo","Hyper",121.192468908665,"Eu"
"129","NCCA10-1205_1_SURFACE",9258,"NCCA10-1205",1,"7/15/10","SURFACE",31.1749,-81.5316,"Southeast","SE2_SE Barrier Is","GA",2010,8.85,0.754,0.161,0.18,0.089,4,9.2,0.8,NA,"Meso","Meso","Eu","Oligo","Eu",125.49048746133,"Eu"
"130","NCCA10-1207_1_SURFACE",9260,"NCCA10-1207",1,"7/27/10","SURFACE",31.7505,-81.2508,"Southeast","SE2_SE Barrier Is","GA",2010,11.31,0.558,0.025,0.095,0.058,0.9,12.9,1.3,NA,"Meso","Meso","Meso","Meso","Hyper",96.4127059578173,"Eu"
"131","NCCA10-1209_1_SURFACE",9261,"NCCA10-1209",1,"6/16/10","SURFACE",30.1907,-81.6427,"Southeast","SE2_SE Barrier Is","FL",2010,6.87,0.904,0.015,0.069,0.041,0.8,28.9,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",155.15853221574,"Eu"
"132","NCCA10-1210_1_SURFACE",9262,"NCCA10-1210",1,"8/3/10","SURFACE",31.9432,-81.0126,"Southeast","SE2_SE Barrier Is","GA",2010,25.46,0.718,0.034,0.178,0.071,1.1,8.9,0.5,NA,"Eu","Meso","Eu","Oligo","Hyper",185.19611002237,"Eu"
"133","NCCA10-1212_1_SURFACE",9263,"NCCA10-1212",1,"6/14/10","SURFACE",30.387,-81.6377,"Southeast","SE2_SE Barrier Is","FL",2010,7.77,0.655,0.097,0.105,0.073,2.9,13.8,0.9,NA,"Meso","Meso","Eu","Oligo","Eu",89.2258329302959,"Eu"
"134","NCCA10-1213_1_SURFACE",9264,"NCCA10-1213",1,"6/14/10","SURFACE",30.41,-81.6748,"Southeast","SE2_SE Barrier Is","FL",2010,10.92,0.746,0.026,0.156,0.09,0.6,10.6,0.8,NA,"Meso","Meso","Eu","Oligo","Eu",162.439816236148,"Eu"
"135","NCCA10-1214_1_SURFACE",9265,"NCCA10-1214",1,"7/13/10","SURFACE",46.3011,-124.0421,"West","West4_Pacific NW","WA",2010,2.54,0.324,0.151,0.048,0.034,9.8,15.1,1.2,NA,"Oligo","Meso","Meso","Meso","Meso",-15.6540918100788,"Meso"
"136","NCCA10-1215_1_SURFACE",9267,"NCCA10-1215",1,"6/7/10","SURFACE",46.2099,-123.9379,"West","West4_Pacific NW","OR",2010,8.91,0.301,0.191,0.051,0.029,14.5,13.2,1.2,NA,"Meso","Meso","Meso","Meso","Eu",-19.7812638969676,"Meso"
"137","NCCA10-1216_1_SURFACE",9268,"NCCA10-1216",1,"7/14/10","SURFACE",46.2705,-123.9464,"West","West4_Pacific NW","WA",2010,1.62,0.388,0.221,0.07,0.034,14.3,12.3,0.9,NA,"Oligo","Meso","Meso","Oligo","Oligo",27.2092457371416,"Meso"
"138","NCCA10-1217_1_SURFACE",9269,"NCCA10-1217",1,"8/17/10","SURFACE",46.17,-123.8522,"West","West4_Pacific NW","OR",2010,2.92,0.241,0.124,0.041,0.039,7,13.1,1.6,NA,"Oligo","Meso","Meso","Meso","Meso",-61.0368468386801,"Meso"
"139","NCCA10-1218_1_SURFACE",9270,"NCCA10-1218",1,"6/8/10","SURFACE",46.205,-123.9032,"West","West4_Pacific NW","OR",2010,7.79,0.31,0.195,0.054,0.03,14.3,12.8,1.1,NA,"Meso","Meso","Meso","Meso","Eu",-11.3459698345032,"Meso"
"140","NCCA10-1219_1_SURFACE",9271,"NCCA10-1219",1,"6/10/10","SURFACE",46.1844,-123.8849,"West","West4_Pacific NW","OR",2010,7.46,0.326,0.232,0.089,0.037,13.8,8.1,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",30.5554120468629,"Meso"
"141","NCCA10-1221_1_SURFACE",9272,"NCCA10-1221",1,"6/9/10","SURFACE",46.2592,-123.8366,"West","West4_Pacific NW","WA",2010,7.62,0.3,0.203,0.068,0.031,14.4,9.7,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",12.3857122266275,"Meso"
"142","NCCA10-1226_1_SURFACE",9277,"NCCA10-1226",1,"7/29/10","SURFACE",48.8807,-122.8193,"West","West6_Puget","WA",2010,12.22,0.43,0.015,0.055,0.011,3,17.3,2.1,NA,"Meso","Meso","Meso","Meso","Hyper",84.5489911443851,"Meso"
"143","NCCA10-1228_1_SURFACE",9278,"NCCA10-1228",1,"7/6/10","SURFACE",47.2862,-122.733,"West","West6_Puget","WA",2010,1.43,0.21,0.018,0.038,0.026,1.5,12.3,5.4,NA,"Oligo","Meso","Meso","Eu","Oligo",-64.6758554695189,"Meso"
"144","NCCA10-1229_1_SURFACE",9279,"NCCA10-1229",1,"7/13/10","SURFACE",47.5403,-123.0216,"West","West6_Puget","WA",2010,0.85,0.158,0.01,0.025,0.013,1.7,14.2,6,NA,"Oligo","Meso","Meso","Eu","Oligo",-89.4195175813192,"Oligo"
"145","NCCA10-1232_1_SURFACE",9281,"NCCA10-1232",1,"7/8/10","SURFACE",47.3501,-122.5286,"West","West6_Puget","WA",2010,4.24,0.383,0.215,0.062,0.061,7.8,13.6,7,NA,"Oligo","Meso","Meso","Eu","Meso",-76.0318693252301,"Meso"
"146","NCCA10-1233_1_SURFACE",9282,"NCCA10-1233",1,"7/9/10","SURFACE",47.6718,-122.6103,"West","West6_Puget","WA",2010,22.2,0.348,0.009,0.066,0.017,1.2,11.7,2.1,NA,"Eu","Meso","Meso","Meso","Hyper",82.1136381794704,"Meso"
"147","NCCA10-1235_1_SURFACE",9283,"NCCA10-1235",1,"7/23/10","SURFACE",48.14,-122.4166,"West","West6_Puget","WA",2010,1.79,0.199,0.068,0.025,0.013,11.5,17.3,3.5,NA,"Oligo","Meso","Meso","Eu","Meso",-100.348652411137,"Oligo"
"148","NCCA10-1236_1_SURFACE",9284,"NCCA10-1236",1,"7/15/10","SURFACE",47.965,-122.5104,"West","West6_Puget","WA",2010,3.76,0.246,0.036,0.046,0.023,3.4,11.9,6.3,NA,"Oligo","Meso","Meso","Eu","Meso",-58.7577668323244,"Meso"
"149","NCCA10-1237_1_SURFACE",9285,"NCCA10-1237",1,"7/14/10","SURFACE",47.6414,-122.9142,"West","West6_Puget","WA",2010,0.84,0.133,0.001,0.021,0.013,NA,13.9,7.8,NA,"Oligo","Meso","Meso","Eu","Oligo",-65.2907117026872,"Meso"
"150","NCCA10-1238_1_SURFACE",9286,"NCCA10-1238",1,"8/16/10","SURFACE",48.125,-123.3722,"West","West6_Puget","WA",2010,0.58,0.586,0.374,0.076,0.078,10.6,17,11.5,NA,"Oligo","Meso","Meso","Eu","Oligo",-65.1284591897456,"Meso"
"151","NCCA10-1240_1_SURFACE",9287,"NCCA10-1240",1,"7/7/10","SURFACE",47.3933,-122.3444,"West","West6_Puget","WA",2010,17.9,0.356,0.023,0.061,0.009,5.6,12.9,1.7,NA,"Meso","Meso","Meso","Meso","Hyper",77.6335943122891,"Meso"
"152","NCCA10-1241_1_SURFACE",9288,"NCCA10-1241",1,"7/20/10","SURFACE",48.6115,-122.5489,"West","West6_Puget","WA",2010,16.95,0.4,0.021,0.059,0.016,2.9,15.1,2.5,NA,"Meso","Meso","Meso","Meso","Hyper",58.4444503962591,"Meso"
"153","NCCA10-1243_1_SURFACE",9290,"NCCA10-1243",1,"7/22/10","SURFACE",48.2244,-122.6105,"West","West6_Puget","WA",2010,3.32,0.239,0.086,0.043,0.017,11.1,12.3,3.2,NA,"Oligo","Meso","Meso","Eu","Meso",-55.8871524099283,"Meso"
"154","NCCA10-1244_1_SURFACE",9291,"NCCA10-1244",1,"7/10/10","SURFACE",47.8041,-122.4575,"West","West6_Puget","WA",2010,6.26,0.241,0.009,0.042,0.01,2,12.8,1.9,NA,"Meso","Meso","Meso","Meso","Eu",36.0380960790936,"Meso"
"155","NCCA10-1248_1_SURFACE",9293,"NCCA10-1248",1,"7/29/10","SURFACE",48.9952,-122.9628,"West","West6_Puget","WA",2010,9.09,0.323,0.033,0.045,0.02,3.6,15.8,3.5,NA,"Meso","Meso","Meso","Eu","Eu",-9.24737652060794,"Meso"
"156","NCCA10-1249_1_SURFACE",9294,"NCCA10-1249",1,"8/18/10","SURFACE",48.3185,-122.4414,"West","West6_Puget","WA",2010,12.36,0.28,0.011,0.077,0.033,0.7,8.1,1.1,NA,"Meso","Meso","Meso","Meso","Hyper",76.9372045755722,"Meso"
"157","NCCA10-1251_1_SURFACE",9295,"NCCA10-1251",1,"8/10/10","SURFACE",45.3899,-123.953,"West","West4_Pacific NW","OR",2010,1.87,0.429,0.037,0.093,0.065,1.3,10.2,1.8,NA,"Oligo","Meso","Meso","Meso","Meso",60.7556610926154,"Meso"
"158","NCCA10-1254_1_SURFACE",9298,"NCCA10-1254",1,"8/9/10","SURFACE",40.7116,-124.2334,"West","West4_Pacific NW","CA",2010,2.84,0.361,0.098,0.066,0.041,5.3,12,1.2,NA,"Oligo","Meso","Meso","Meso","Meso",22.8777973699728,"Meso"
"159","NCCA10-1257_1_SURFACE",9301,"NCCA10-1257",1,"7/9/10","SURFACE",44.5796,-124.0086,"West","West4_Pacific NW","OR",2010,3.34,0.379,0.103,0.067,0.037,6.1,12.6,1.1,NA,"Oligo","Meso","Meso","Meso","Meso",32.6294192064983,"Meso"
"160","NCCA10-1260_1_SURFACE",9302,"NCCA10-1260",1,"8/25/10","SURFACE",46.6282,-123.9926,"West","West4_Pacific NW","WA",2010,9.66,0.396,0.028,0.072,0.035,1.8,12.1,1.4,NA,"Meso","Meso","Meso","Meso","Eu",68.2952957504262,"Meso"
"161","NCCA10-1261_1_SURFACE",9303,"NCCA10-1261",1,"8/3/10","SURFACE",43.7342,-124.115,"West","West4_Pacific NW","OR",2010,4.1,0.305,0.096,0.042,0.03,7,15.9,2.2,NA,"Oligo","Meso","Meso","Meso","Meso",-37.9558708109651,"Meso"
"162","NCCA10-1262_1_SURFACE",9304,"NCCA10-1262",1,"8/11/10","SURFACE",45.5598,-123.9338,"West","West4_Pacific NW","OR",2010,8.32,0.393,0.111,0.05,0.03,8.1,17.4,2,NA,"Meso","Meso","Meso","Meso","Eu",-4.33147806821164,"Meso"
"163","NCCA10-1264_1_SURFACE",9306,"NCCA10-1264",1,"9/8/10","SURFACE",46.4435,-123.9433,"West","West4_Pacific NW","WA",2010,4,0.386,0.039,0.099,0.055,1.6,8.6,0.7,NA,"Oligo","Meso","Meso","Oligo","Meso",94.6965465051516,"Eu"
"164","NCCA10-1265_1_SURFACE",9307,"NCCA10-1265",1,"6/24/10","SURFACE",43.3853,-124.1805,"West","West4_Pacific NW","OR",2010,3.97,0.319,0.178,0.038,0.037,10.6,18.5,1.1,NA,"Oligo","Meso","Meso","Meso","Meso",-36.8080638903725,"Meso"
"165","NCCA10-1267_1_SURFACE",9309,"NCCA10-1267",1,"8/9/10","SURFACE",46.9178,-124.0936,"West","West4_Pacific NW","WA",2010,4.8,0.556,0.266,0.072,0.059,9.9,17,2.4,NA,"Oligo","Meso","Meso","Meso","Eu",3.85195610596018,"Meso"
"166","NCCA10-1268_1_SURFACE",9310,"NCCA10-1268",1,"8/23/10","SURFACE",46.5679,-123.9424,"West","West4_Pacific NW","WA",2010,6.7,0.325,0.024,0.064,0.04,1.3,11.2,1.6,NA,"Meso","Meso","Meso","Meso","Eu",38.8488650875827,"Meso"
"167","NCCA10-1269_1_SURFACE",9311,"NCCA10-1269",1,"7/6/10","SURFACE",43.986,-124.1213,"West","West4_Pacific NW","OR",2010,11.58,0.268,0.01,0.035,0.015,1.5,17,1.6,NA,"Meso","Meso","Meso","Meso","Hyper",27.5998562230876,"Meso"
"168","NCCA10-1271_1_SURFACE",9312,"NCCA10-1271",1,"9/1/10","SURFACE",46.9463,-123.8668,"West","West4_Pacific NW","WA",2010,0.75,0.344,0.021,0.057,0.02,2.3,13.4,0.6,NA,"Oligo","Meso","Meso","Oligo","Oligo",93.4817867756077,"Eu"
"169","NCCA10-1272_1_SURFACE",9313,"NCCA10-1272",1,"8/23/10","SURFACE",46.5081,-124.0005,"West","West4_Pacific NW","WA",2010,3.85,0.288,0.023,0.071,0.051,1,9,1.4,NA,"Oligo","Meso","Meso","Meso","Meso",36.0073418994068,"Meso"
"170","NCCA10-1279_1_SURFACE",9318,"NCCA10-1279",1,"8/30/10","SURFACE",46.9464,-123.9933,"West","West4_Pacific NW","WA",2010,8.11,0.41,0.113,0.062,0.026,9.6,14.5,1.5,NA,"Meso","Meso","Meso","Meso","Eu",28.5524165482849,"Meso"
"171","NCCA10-1281_1_SURFACE",9319,"NCCA10-1281",1,"8/4/10","SURFACE",43.68,-124.1793,"West","West4_Pacific NW","OR",2010,56.42,0.848,0.049,0.136,0.021,5.1,13.7,1.6,NA,"Eu","Meso","Eu","Meso","Hyper",171.10849526083,"Eu"
"172","NCCA10-1285_1_SURFACE",9322,"NCCA10-1285",1,"6/22/10","SURFACE",43.1292,-124.4132,"West","West4_Pacific NW","OR",2010,6.44,0.509,0.421,0.068,0.073,12.7,16.6,2.3,NA,"Meso","Meso","Meso","Meso","Eu",-23.6462919022457,"Meso"
"173","NCCA10-1287_1_SURFACE",9324,"NCCA10-1287",1,"8/10/10","SURFACE",46.5983,-124.0146,"West","West4_Pacific NW","WA",2010,3.77,0.313,0.069,0.053,0.05,3,13.1,1.1,NA,"Oligo","Meso","Meso","Meso","Meso",2.74246743413218,"Meso"
"174","NCCA10-1289_1_SURFACE",9325,"NCCA10-1289",1,"6/23/10","SURFACE",43.4355,-124.2299,"West","West4_Pacific NW","OR",2010,2.76,0.437,0.226,0.063,0.049,10.2,15.4,1.7,NA,"Oligo","Meso","Meso","Meso","Meso",-4.03004514171386,"Meso"
"175","NCCA10-1290_1_SURFACE",9326,"NCCA10-1290",1,"8/10/10","SURFACE",45.5204,-122.8915,"West","West4_Pacific NW","OR",2010,2.08,0.285,0.042,0.044,0.033,2.8,14.2,1.2,NA,"Oligo","Meso","Meso","Meso","Meso",1.95446111398737,"Meso"
"176","NCCA10-1291_1_SURFACE",9327,"NCCA10-1291",1,"9/20/10","SURFACE",46.9758,-123.9755,"West","West4_Pacific NW","WA",2010,3.93,0.353,0.167,0.053,0.042,8.8,14.7,1.2,NA,"Oligo","Meso","Meso","Meso","Meso",-9.35920960478608,"Meso"
"177","NCCA10-1295_1_SURFACE",9331,"NCCA10-1295",1,"6/17/10","SURFACE",29.9756,-84.1175,"Gulf","GULF2_Bend Panhandle","FL",2010,2.54,0.196,0.029,0.003,0.005,12.8,155.8,5.3,NA,"Oligo","Meso","Oligo","Eu","Meso",-210.406001862453,"Oligo"
"178","NCCA10-1299_1_SURFACE",9333,"NCCA10-1299",1,"6/15/10","SURFACE",29.9726,-84.4575,"Gulf","GULF2_Bend Panhandle","FL",2010,9.91,0.62,0.088,0.056,0.022,8.8,24.6,0.9,NA,"Meso","Meso","Meso","Oligo","Eu",95.2873389299208,"Eu"
"179","NCCA10-1300_1_SURFACE",9334,"NCCA10-1300",1,"6/23/10","SURFACE",29.6609,-85.0387,"Gulf","GULF2_Bend Panhandle","FL",2010,10.41,0.477,0.026,0.037,0.008,7.2,28.4,1.4,NA,"Meso","Meso","Meso","Meso","Eu",84.8434381843215,"Meso"
